"URL"||"RESP_CODE"||"BRM_CATEGORY_ID"||"TITLE_DESC"||"META_KEYWORDS"||"META_DESCRIPTION"
"http://bit-italia.org"||200||10008||"www.bit-italia.org :: Benvenuto/a a www.bit-italia.org"||"templateshares, torrent, php, mysql, html, css, ajax, javascript, xam, template, share, shares, tsse, ts special edition, generation tracker source, tracker source, template shares"||"Templateshares Special Edition - Generation Tracker Source - Build your own tracker today!"
"http://greenzenstore.myshopify.com"||200||7||"GreenZen Cannabis Store"||""||""
"http://betabbs.com"||3||10008||"NA"||"NA"||"NA"
"http://image-sher.hi2.ro"||200||10008||""||""||""
"http://kamagra-direct.com"||200||5||"Kamagra"||""||""
"http://www.rtsports.com"||200||4||"RealTime Fantasy Sports - RealTime Fantasy Sports"||""||"RealTime Fantasy Sports - Fantasy Football, Fantasy Baseball, Fantasy Racing, plus Daily Fantasy Leagues."
"http://saizen-fansubs.com"||301||10008||"Saizen Fansubs"||""||""
"http://particlepeptides.com"||301||5||"Particle Peptides - Particle Peptides"||"EU made peptides,EU peptides source,buy peptides,particle peptides, research peptides"||"Description: Particle Peptides provides highest quality and purity peptides, proteins and equipment for R&D purposes manufactured in European Union."
"http://saveahorse.org.au/event/win-an-olympic-windsor-float"||404||4||"NA"||"NA"||"NA"
"http://gebruikhet.net"||200||10008||"Gebruikhet.net Usenet Provider"||"the best"||""
"http://filenuke.com"||200||10008||"Share your Files on FileNuke - Easy way to share your files"||""||"Share your Files on FileNuke - Free file upload service"
"http://eml.cc"||301||10008||"FastMail: Fast, reliable email"||""||"Secure, reliable email hosting for businesses, families and professionals. Premium email with no ads, excellent spam protection and rapid personal support."
"http://uploaded.net"||200||10008||"uploaded.net"||"uploaded, ul, uploaded.to, ul.to, upload, download, free, premium, one click hoster, och, sharehoster"||"the easiest way to backup and share your files with everyone."
"http://www.DrEd.com/de"||301||5||"DrEd - Online Arzt. Online Diagnose. Ohne Wartezeit."||""||"NA"
"http://megaloads.org"||200||10008||"MegaLoads - Easy way to share your files"||"file upload,share files,free upload"||"MegaLoads - Free file upload service"
"http://teamfreestyleraffle.weebly.com"||404||4||"NA"||"NA"||"NA"
"http://novafile.com"||520||10008||"NA"||"NA"||"NA"
"http://6d034c7d-b1c9-11e5-adee-f04da207780b.mysimplestore.com"||200||7||"DabOlive the best place to buy glass bongs in the US"||""||"Best US based bong shop, free gift with every order. Sturdy Glass with fast shipping, great prices and unbeatable customer service. Who"
"http://www.vibrantlove.co.uk"||200||5||"The UK's Online Adult Shop | Lingerie, Sex Toys and much more. | Vibrant Love"||"adult shop, adult toys, sexy toys, sexy lingerie, bondage gear"||"Vibrant Love is a leading UK online shop for buying all of your adult sexy lingerie safely and discreetly online. FREE delivery on all our products - find out more now."
"http://www.muscletriunfo.com/"||200||7||""||""||""
"http://cosmedicsolutions.net"||200||5||"CosMEDIC Solutions"||""||""
"http://www.kovla.com"||301||10008||"Single Russian Brides for Marriage - online dating service Kovla.com"||""||"Search for love with Russian, Ukrainian and Belarusian woman for serious relationship.
Join for FREE and start new relationships with beautiful woman."
"http://hd-space.org"||302||10008||"HD-Space - Sharing The Universe .::. Index"||""||""
"http://saucenao.com"||200||10008||"SauceNAO Image Search"||""||""
"http://Cbdforme.eu"||301||7||"NA"||"NA"||"NA"
"http://thepiratebay.se"||301||10008||"Blocked .:. PayPal Information Security"||""||""
"http://crashplan.com"||301||10008||"Online Data Backup - Offsite, Onsite, & Cloud - CrashPlan Backup Software"||""||"CrashPlan backup software offers the best way to back up and store personal, business and enterprise data securely - offsite, onsite and online in the Cloud."
"http://paramountbaseball.proboards.com/thread/9168/initial-email"||200||4||"Initial Email | Paramount Baseball Message Board"||""||""
"http://torrentbits.ro"||302||10008||"Login .: TorrentBits"||""||""
"http://rapidgator.net"||200||10008||"Rapidgator.net: Fast, safe and secure file hosting"||""||""
"http://gtek.life"||200||7||"GTEK.LIFE STORE"||""||"GiddyUp710 EmoTek Labs GTEK.LIFE Lifestyle Online Store"
"http://filehippo.com"||302||10008||"FileHippo.com - Download Free Software"||"download software freeware shareware program filehippo file hippo"||"Fast downloads of the latest free software!"
"http://www.torrentday.com"||301||10008||"TorrentDay"||""||""
"http://kamagra-supermarket.com"||502||5||"NA"||"NA"||"NA"
"http://www.shop.destroydiseases.com/"||200||5||"Buy Olive Leaf Extract Top Quality 100% Pure Oregano Oil"||"buy olive leaf extract, olive leaf extract, pure oregano oil, oregano oil, super strength blend"||"Buy Olive Leaf Extract and TOP quality 100% PURE Oregano Oil, which is why we are all about using the highest quality potent products! Buy pure oregano oil or a super strength bend of olive leaf extract today! "
"http://code42.com"||301||10008||"Endpoint Data Protection and Security | Code42"||""||"Code42's highly secure cloud solutions enable IT and security teams to limit risk, meet data privacy regulations and recover from data loss, no matter the cause."
"http://patanjaliayurved.org"||500||5||"NA"||"NA"||"NA"
"http://schaferpharmaceutical.com/"||200||5||"Schafer Pharmaceutical - Modafinil"||""||"NA"
"http://outlook.live.com"||301||10008||"Sign in to your Microsoft account"||""||""
"http://foxleech.com"||302||10008||"FOXLEECH.COM | The Best Rapidleech Servers & Premium Downloader Debrid"||"Premium downloader ,debrid ,debrideur ,debrider ,debrideurs ,Unrestricter, Unrestricted, rapidleech,FOXLEECH , Premium rapidleech ,rapidleech premium ,premium link generator ,premium ,link generator , turbobit, turbobit premium link generator ,paid rapidleech ,buy rapidleech ,free rapidleech ,free premium rapidleech ,uploaded debrid ,rapidgator debrid ,nitroflare debrid ,uptobox debrid ,1fichier debrid ,fast debrid ,mega debrid ,cheap debrid  ,free debrid, Torrent, Torrent To direct, Direct torrent , Torrent stream, Free torrent, cloudsix debrid, Depfile debrid, alfafile debrid ,bitshare.com ,rapidgator.net ,uploaded.net ,filerio.in ,4shared.com ,netload.in ,uptobox.com ,mediafire.com ,filecloud.io ,sendspace.com ,1fichier.com ,uploading.com ,uploadboy.com ,youtube.com ,fileflyer.com ,megashares.com ,uppit.com ,firedrive.com ,shareflare.net ,4downfiles.net ,kingfiles.net ,jumbofile.net ,wushare.com ,nowdownload.ch ,filesflash.com ,mediafree.co ,mega.co.nz ,dailymotion.com ,vimeo.com ,"||"FOXLEECH.COM THE BEST RAPIDLEECH SERVER | premium rapidleech | Link Generator | hosters unrestrictor | debrid | uploaded debrid | nitroflare debrid | rapidgator debrid | multi debrid | cheap debrid | free debrid | fast debrid | speed debrid | debrid list | Torrent To Direct Link | Torrent downloader | Torrent Stream | bitshare.com | rapidgator.net | uploaded.net | filerio.in | 4shared.com | netload.in | uptobox.com | mediafire.com | filecloud.io | sendspace.com | 1fichier.com | uploading.com | uploadboy.com | youtube.com | fileflyer.com | megashares.com | uppit.com | firedrive.com | shareflare.net | 4downfiles.net | kingfiles.net | jumbofile.net | wushare.com | nowdownload.ch | filesflash.com | mediafree.co | mega.co.nz | dailymotion.com | vimeo.com | hugefiles.net | dailyuploads.net | depfile.com | allmyvideos.net | cloudsix.me | worldbytez.com | vidbull.com | mixturecloud.com | filefactory.com | mega.nz | mrfile.co | storefiles.co | mrfile.me | firedown.co | veodrop.com | faststore."
"http://torrentday.com"||301||10008||"TorrentDay"||""||""
"http://www.megafile.co.kr"||200||10008||"NA"||"NA"||"NA"
"http://www.ecovidasolar.es"||301||7||"La tienda ecologica Ecovidasolar - EcoVidaSolar"||"horno solar, cocina solar,extractor de jugo,molino de cereal,vitalizador ,deshidratador,panificadora"||"NA"
"http://backblaze.com"||301||10008||"The Best Unlimited Online Backup and Cloud Storage Services"||"online backup, backup software, cloud backup, backup online, best backup software, online backup services, data backup, best online backup, offsite backup, online data backup"||"Backblaze is a pioneer in robust, scalable low cost cloud backup and storage services. Personal online backup to enterprise scale data storage solutions."
"http://techherbs.co"||200||7||""||""||""
"http://teamtptb.com"||503||10008||"NA"||"NA"||"NA"
"http://6dda228d-9ebf-11e5-bf23-f04da2077796.mysimplestore.com"||200||7||"Online Store"||""||""
"http://www.virgra4u.com/checkout"||302||5||"Shopping Cart"||""||""
"http://www.mysupplementstore.com"||200||5||"Discount Supplements & Prohormones Online - Free Shipping Over $50"||"bodybuilding supplements, 110% Price Guarantee, Whey, sport supplements, supplements, creatine, supplement, bodybuilder, bodybuilders, store, sports, bodybuild, nutrition, bodybuilding, body building, bodybuild, bodybiulding, body-building, sports, nutrition, muscle, muscles, muscular, flex, fitness, pictures, teen bodybuilding, Affordable Supplements,suppliments,afordable suplements, whey protein, vitamins, discount bodybuilding supplements"||"Buy discount bodybuilding supplements, fat burners and prohormones online. Spend $50 or more and receive free shipping!"
"http://cosmeticsanna.co.uk"||200||5||"Cosmetic Anna"||""||""
"http://bt.davka.info"||200||10008||"DavkaBT - basketball torrents"||"NA"||"Basketball BT files"
"http://torrenthound.com"||301||10008||"NA"||"NA"||"NA"
"http://ge.tt/"||200||10008||"Ge.tt"||""||""
"http://cbdlean.com/"||301||7||"NA"||"NA"||"NA"
"http://speed.cd"||302||10008||"SPEED.CD :: You're home now!"||""||""
"http://www.browntracker.net/"||200||10008||"Home Page :: Browntracker"||"ween, trading, torrent, bootleg, bootlegs, tracker, music, download, downloads, taper, tapers, community"||"The official trading and bootleg collective endorsed by the band Ween. Torrent tracker, forums, news, discography ween database and more. The latest recordings and information directly from the community."
"http://particlepeptides.com"||301||5||"Particle Peptides - Particle Peptides"||"EU made peptides,EU peptides source,buy peptides,particle peptides, research peptides"||"Description: Particle Peptides provides highest quality and purity peptides, proteins and equipment for R&D purposes manufactured in European Union."
"http://allegro.pl"||200||10008||"NA"||"NA"||"NA"
"http://sharethis.com"||301||10008||"ShareThis Social Sharing Buttons to Optimize Publisher Content"||""||"ShareThis' social media share buttons and consumer insights drive publisher engagement and real time understanding and analytics for and data-driven business."
"http://gvwholesaleonline.com"||502||7||"NA"||"NA"||"NA"
"http://uploadex.com"||302||10008||"UploadEx - Easy way to share your files"||"file upload,share files,free upload"||"UploadEx - Free file upload service"
"http://cmoki.pl"||200||10008||"NA"||"NA"||"NA"
"http://kamagra-uk.net"||302||5||"NA"||"NA"||"NA"
"http://www.thecannabisseedshop.com"||200||7||"PREMIUM QUALITY CANNABIS SEEDS"||""||"The Cannabis Seed Shop provides premium quality cannabis seeds to the united states at reasonable rates and is the industry's go to shop for wholesale seeds. FREE SHIPPING INCLUDED WITH ORDERS OVER $100.00!"
"http://saizen-fansubs.com"||301||10008||"Saizen Fansubs"||""||""
"http://peposts.com"||301||5||"Buy directly from China,body building,rocbio filler,human growth hormone,Epo,Human chorionic gonadotropi,Hyaluronic acid filler,Sermorelin Acetate,HMG,burn fat,igf-1 lr3,Hygetropin,ghrp-6,Mt2,pt 141,Erythropoietin,Rocbio filler,Buy directly from China,Rocbio Industries Co.,Ltd,Rocbio chem Co.,Ltd,Manufacture Online store"||"Buy directly from China,Rocbio filler,buy Epo,buy hgh,body building,cjc 1295 with DAC,MGF,China human growth hormone supplier,cheap Epo,Human chorionic gonadotropi price,Sermorelin Acetate injection,dermal filler,HMG,burn fat,igf-1 lr3 cost,buy Hygetropin,Testoterone Enanthate,Testosterone Propionate,blue top hgh,real ghrp-6,Mt2,pt 141,Erythropoietin,Rocbio filler,green top hgh,red top hgh,blue top hgh,black top hgh,Rocbio Industries Co.,Ltd,Rocbio chem Co.,Ltd,Manufacture Online store"||"Buy directly from China,Rocbio filler,buy Epo,buy human growth hormone,body building,where to buy Hyaluronic acid filler,cheap human growth hormone,Epo,Human chorionic gonadotropi,Sermorelin Acetate,HMG,burn fat,igf-1 lr3,Hygetropin,ghrp-6,Mt2,pt 141,Erythropoietin,Rocbio filler,Rocbio bt,Rocbio Industries Co.,Ltd,Rocbio chem Co.,Ltd,Manufacture Online store"
"http://shadowsgovernment.com/shadow-lottery"||404||4||"NA"||"NA"||"NA"
"http://gebruikhet.net"||200||10008||"Gebruikhet.net Usenet Provider"||"the best"||""
"http://filenuke.com"||200||10008||"Share your Files on FileNuke - Easy way to share your files"||""||"Share your Files on FileNuke - Free file upload service"
"http://liquidclub.us"||200||10008||"Liquid Club"||""||""
"http://wrestlingdesires.com"||200||10008||"Wrestling Desires - Home of Sports Entertainment Community"||"wrestling,discussion,roh,wwe,tna,njpw,ajpw,czw,wcw,wwf,ppv,smackdown,impact"||"For all your wrestling needs"
"http://www.ecprs.com"||404||4||"NA"||"NA"||"NA"
"http://backblaze.com"||301||10008||"The Best Unlimited Online Backup and Cloud Storage Services"||"online backup, backup software, cloud backup, backup online, best backup software, online backup services, data backup, best online backup, offsite backup, online data backup"||"Backblaze is a pioneer in robust, scalable low cost cloud backup and storage services. Personal online backup to enterprise scale data storage solutions."
"http://testrugby.com"||200||4||"Home - Fantasy Rugby Game Stats - TESTRUGBY.COM"||"Home,rugby,Super 15,All Blacks,NPC,International tests,fantasy rugby,fantasyrugby,6 nations,6nations,TriNations,Tri Nations,Rugby Championship,british Lions,Wallabies,South Africa,Springboks,Wales,Irish,Hong Kong sevens,Rugby World Cup,online games,rugby statistics"||"Play the best online fantasy rugby game in the world, in-depth statistical based analysis on the Super 15 series, Rugby Championship, International test series and more. Let you be the ultimate rugby manager."
"http://salefiles.com/"||200||10008||"salefiles.com - Easy way to share your files"||"file upload,share files,free upload"||"salefiles.com - Free file upload service"
"http://7-ohm.com"||302||7||"Account Suspended"||""||""
"http://www.vitanutricals.com/"||200||5||"VitaNutricals - Medical Marijuana Australia"||""||"VitaNutricals is a medical marijuana company in Australia. We are a medicinal cannabis products developer and online distribution cannabis dispensary."
"http://www.naturalherbs.com.br/"||500||7||"NA"||"NA"||"NA"
"http://countercultureok.com"||402||7||"NA"||"NA"||"NA"
"http://torcache.net"||3||10008||"NA"||"NA"||"NA"
"http://powerslaved.com"||200||10008||""||""||""
"http://addtoany.com"||301||10008||"AddToAny Share Buttons and Icons"||"AddToAny, share buttons, social share buttons, universal sharing"||"Get share buttons for your website visitors to share content on any social sharing service. AddToAny is the universal sharing platform for websites and apps."
"http://challonge.com/RGS2v2Ps4"||200||4||""||""||""
"http://u2torrents.com/"||200||10008||""||""||""
"http://uhdbits.org"||200||10008||"UHDBits"||""||""
"http://pca-direct.com/"||200||7||"NA"||"NA"||"NA"
"http://imgur.com"||200||10008||"Imgur: The most awesome images on the Internet"||"images, funny, image host, image sharing, reaction gif, viral images, current events, cute, visual storytelling, gif"||"Imgur is the best place to share and enjoy the most awesome images on the Internet. Every day, millions of people use Imgur to be entertained and inspired by funny, heartwarming and helpful images and stories from all around the world."
"http://www.ghost-of-usenet.org"||200||10008||"Ghost-of-Usenet.org"||"Usenet Board Filme Movie Serien Dokumentationen Kino Download Programme Spiele XXX "||""
"http://hankscleaners.com"||200||5||"Buy Rush and Jungle Juice Platinum Online"||""||"Buy Rush and Jungle Juice Platinum Online in the USA"
"http://www.ejunkie.com"||301||10008||"E-junkie - Sell Digital Downloads with our Simple Shopping Cart"||""||"Our shopping cart helps you sell digital downloads &amp; tangible goods with PayPal, 2Checkout & Authorize.Net"
"http://www.torrentday.com"||301||10008||"TorrentDay"||""||""
"http://kamagra.com.co"||3||5||"NA"||"NA"||"NA"
"http://www.vaporizervendor.com/"||301||5||"Vaporizer Vendor - Online Vaporizer Store"||""||"Vaporizer Vendor is your number 1 online marketplace selling the best portable herb vapes, vape pens, and desktop vaporizers"
"http://code42.com"||301||10008||"Endpoint Data Protection and Security | Code42"||""||"Code42's highly secure cloud solutions enable IT and security teams to limit risk, meet data privacy regulations and recover from data loss, no matter the cause."
"http://peradulti.de"||301||5||"NA"||"NA"||"NA"
"http://shappletong.en.made-in-china.com/"||200||5||"China Plant Extracts, Slimming Product, Slimming Coffee supplier - Shanghai Tongqing Trading Co., Ltd."||"Shanghai Tongqing Trading Co., Ltd., Plant Extracts, Slimming Product supplier, Slimming Coffee"||"China Plant Extracts supplier, Slimming Product, Slimming Coffee Manufacturers/ Suppliers - Shanghai Tongqing Trading Co., Ltd.MIC - Made-in-China.com."
"http://outlook.live.com"||301||10008||"Sign in to your Microsoft account"||""||""
"http://foxleech.com"||302||10008||"FOXLEECH.COM | The Best Rapidleech Servers & Premium Downloader Debrid"||"Premium downloader ,debrid ,debrideur ,debrider ,debrideurs ,Unrestricter, Unrestricted, rapidleech,FOXLEECH , Premium rapidleech ,rapidleech premium ,premium link generator ,premium ,link generator , turbobit, turbobit premium link generator ,paid rapidleech ,buy rapidleech ,free rapidleech ,free premium rapidleech ,uploaded debrid ,rapidgator debrid ,nitroflare debrid ,uptobox debrid ,1fichier debrid ,fast debrid ,mega debrid ,cheap debrid  ,free debrid, Torrent, Torrent To direct, Direct torrent , Torrent stream, Free torrent, cloudsix debrid, Depfile debrid, alfafile debrid ,bitshare.com ,rapidgator.net ,uploaded.net ,filerio.in ,4shared.com ,netload.in ,uptobox.com ,mediafire.com ,filecloud.io ,sendspace.com ,1fichier.com ,uploading.com ,uploadboy.com ,youtube.com ,fileflyer.com ,megashares.com ,uppit.com ,firedrive.com ,shareflare.net ,4downfiles.net ,kingfiles.net ,jumbofile.net ,wushare.com ,nowdownload.ch ,filesflash.com ,mediafree.co ,mega.co.nz ,dailymotion.com ,vimeo.com ,"||"FOXLEECH.COM THE BEST RAPIDLEECH SERVER | premium rapidleech | Link Generator | hosters unrestrictor | debrid | uploaded debrid | nitroflare debrid | rapidgator debrid | multi debrid | cheap debrid | free debrid | fast debrid | speed debrid | debrid list | Torrent To Direct Link | Torrent downloader | Torrent Stream | bitshare.com | rapidgator.net | uploaded.net | filerio.in | 4shared.com | netload.in | uptobox.com | mediafire.com | filecloud.io | sendspace.com | 1fichier.com | uploading.com | uploadboy.com | youtube.com | fileflyer.com | megashares.com | uppit.com | firedrive.com | shareflare.net | 4downfiles.net | kingfiles.net | jumbofile.net | wushare.com | nowdownload.ch | filesflash.com | mediafree.co | mega.co.nz | dailymotion.com | vimeo.com | hugefiles.net | dailyuploads.net | depfile.com | allmyvideos.net | cloudsix.me | worldbytez.com | vidbull.com | mixturecloud.com | filefactory.com | mega.nz | mrfile.co | storefiles.co | mrfile.me | firedown.co | veodrop.com | faststore."
"http://yeeshkul.com"||302||10008||"YEESHKUL!"||"pink floyd, roger waters,waters,david gilmour,gilmour,live, recording,recordings,roio,roios,torrent,torrents"||"A discussion forum and sharing centre of Pink Floyd live recordings."
"http://blankrefer.com"||200||10008||"BlankRefer - create an anonymous link"||"hide links, remove referrer, visitor referrer"||"Free anonymous URL redirection service. Turns an unsecure link into an anonymous one!"
"http://www.efsports.com"||200||4||"EFSports, Inc. - The Best in Fantasy Sports"||""||""
"http://backblaze.com"||301||10008||"The Best Unlimited Online Backup and Cloud Storage Services"||"online backup, backup software, cloud backup, backup online, best backup software, online backup services, data backup, best online backup, offsite backup, online data backup"||"Backblaze is a pioneer in robust, scalable low cost cloud backup and storage services. Personal online backup to enterprise scale data storage solutions."
"http://thatpipegirl.com"||404||7||"NA"||"NA"||"NA"
"http://novafile.com"||520||10008||"NA"||"NA"||"NA"
"http://710-smoke-shop.myshopify.com"||200||7||"NA"||"NA"||"NA"
"http://www.vrides.com/motorcycle-giveaway-enter-to-win/"||200||4||"OPERATION VRIDES Motorcycle Giveaway Enter to Win - OPERATION VRIDES"||""||"Operation V-Rides Motorcycle Giveaway 2015 is raising funds to benefit veterans with two Motorcycle Giveaways, Harleys donated by Patriot Cycles and Customs"
"http://www.naturalpurecbd.com"||302||7||"Under Construction"||""||"Here's your gift card!"
"http://creepglass.bigcartel.com/"||200||4||"Home / Creep Glass"||"Raffle, Glass Pendants, Glass Spoons"||"Functional Fine Art by Creep Glass"
"http://www.vhlinks.com/"||200||10008||"Van Halen Links.com"||"van halen, metal, site, web, internet, music, discussion forums, message board, warner, bros, guitar, tablature, midi, mp3, album, fair, warning, women, children, first, 1984, 5150, ou812, fuck, for, unlawful, carnal, knowledge, balance, band, avh, ma, directory, resource, guidevan halen, evh, eddie, edward, alex, dlr, david, lee, roth, sammy, hagar, gary, cherone, mike, michael, anthony, vh, links, rock, heavy,"||"Extensive Van Halen fan discussion forum, news, media, and links since 1999."
"http://hd-world.net"||200||10008||"Benvenuti hd-world.net | hd-world.net"||""||""
"http://saucenao.com"||200||10008||"SauceNAO Image Search"||""||""
"http://chestertownriverarts.org/get-away-raffle/"||200||4||"Get Away Raffle | Chestertown RiverArts"||""||""
"http://tropicshare.com"||200||10008||"TropicShare"||""||""
"http://b2s-share.com"||200||10008||""||""||""
"http://peptidesonline.com.au/"||200||5||"NA"||"NA"||"NA"
"http://torrentbits.ro"||302||10008||"Login .: TorrentBits"||""||""
"http://webkurdum.com"||302||10008||"NA"||"NA"||"NA"
"http://hawkesburyridingclub.com.au"||200||4||"NA"||"NA"||"NA"
"http://vietdvdstore.com"||200||10008||"NA"||"NA"||"NA"
"http://cmoki.pl"||200||10008||"NA"||"NA"||"NA"
"http://karmart-cosmetics.com"||200||5||"Index of /"||""||""
"http://www.yourcbdsource.com"||200||7||"Your CBD Source"||"CBD Source, CBD Oil, Hemp Honey, CannaElixirs, CBD Oil, CBD Rich, Hemp Oil, CBD, CBD Sources, Hemp Oil, Cannabidiol, RSHO, CBD-rich hemp oil"||"Your CBD Source"
"http://saizen-fansubs.com"||301||10008||"Saizen Fansubs"||""||""
"http://perfectcloudvapor.com"||200||5||"Home | Perfect Cloud Vapor ~ E-Juice and Accessories"||"ejuice,vape,modbox,eliquid,vaping,ecigarette,food grade, vape juice,quality,sigelei,kangertech,drip tip,smokeless,cherry bomber,tugboat,istick,eleaf,smokeless cigarette,RDA,RBA,drippers,tanks,coils,"||"Crazy about Vaping? So are we! That's why we're bringing you quality E-juices and vaping accessories for super low prices! Wondering what makes our juice so special? We use high quality food grade ingredients and all of our products are made in the USA!  Check out our selection of delicious mouth-watering flavors and experience our fantastic customer service!"
"http://shenzhenchemical.guidechem.com/"||200||7||"Shenzhen Chemical Co. Ltd,"||""||" Shenzhen Chemical Co. Ltd is a Wholesale Rare Research Chemical Company located in Shenzhen, China. Our Chemical Supply team is composed of the Marketing Division, Quality Experts, Accounting, and Sa... Company ProvideOther Chemical And other chemical products, please call or visit contact us."
"http://gebruikhet.net"||200||10008||"Gebruikhet.net Usenet Provider"||"the best"||""
"http://filenuke.com"||200||10008||"Share your Files on FileNuke - Easy way to share your files"||""||"Share your Files on FileNuke - Free file upload service"
"http://eml.cc"||301||10008||"FastMail: Fast, reliable email"||""||"Secure, reliable email hosting for businesses, families and professionals. Premium email with no ads, excellent spam protection and rapid personal support."
"http://uploaded.net"||200||10008||"uploaded.net"||"uploaded, ul, uploaded.to, ul.to, upload, download, free, premium, one click hoster, och, sharehoster"||"the easiest way to backup and share your files with everyone."
"http://www.erectiepillenwinkel.nl"||301||5||"Erectiepillen kopen | Anoniem en Snel - Erectiepillen winkel"||"erectiepillen,erectiepil,erectiepillenwinkel,libido,erectie,erectie pillen,libido middelen,gratis condooms,erectiepillen apotheek,erectiestoornissen,kopen,viagra,cialis,erectieproblemen,penis vergroting,erectiemiddelen,gratis,online,bestellen"||"NA"
"http://somcriolo.net"||200||10008||"NA"||"NA"||"NA"
"http://thc420.ca"||301||7||"Coming Soon... - The Honest Connoisseur"||""||""
"http://teamtptb.com"||503||10008||"NA"||"NA"||"NA"
"http://78c9f20c-5e12-11e5-86b2-14feb5da1938.mysimplestore.com"||200||7||"Hemp Ease"||""||"We are a Colorado based company.  We partner with the Colorado Hemp Project to provide the healing value of the hemp plant to those in need. With quality CBD spectrum strains of hemp, we are passionate about serving those in need."
"http://www.waxedcandles.com/"||200||7||"waxed-candles"||""||""
"http://www.naturezadivina.com.br/"||302||7||"Natureza Divina"||"NA"||"Natureza Divina"
"http://cripplecreekglass.com"||3||7||"NA"||"NA"||"NA"
"http://www.kovla.com"||301||10008||"Single Russian Brides for Marriage - online dating service Kovla.com"||""||"Search for love with Russian, Ukrainian and Belarusian woman for serious relationship.
Join for FREE and start new relationships with beautiful woman."
"http://torrenthound.com"||301||10008||"NA"||"NA"||"NA"
"http://ge.tt/"||200||10008||"Ge.tt"||""||""
"http://chezbelette.com/en/12-pillules"||200||5||"Pillules - CHEZBelette"||""||"NA"
"http://ansktracker.net"||200||10008||"NA"||"NA"||"NA"
"http://crashplan.com"||301||10008||"Online Data Backup - Offsite, Onsite, & Cloud - CrashPlan Backup Software"||""||"CrashPlan backup software offers the best way to back up and store personal, business and enterprise data securely - offsite, onsite and online in the Cloud."
"http://pharmacyonline365.com/"||200||5||"100% Safe & Secure | Pharmacy Online 365"||""||"Order your medication online 24 hours a day 365 days a year. Give us a call today on US toll free: 1-888-474-8078"
"http://torrentbits.ro"||302||10008||"Login .: TorrentBits"||""||""
"http://bit-italia.org"||200||10008||"www.bit-italia.org :: Benvenuto/a a www.bit-italia.org"||"templateshares, torrent, php, mysql, html, css, ajax, javascript, xam, template, share, shares, tsse, ts special edition, generation tracker source, tracker source, template shares"||"Templateshares Special Edition - Generation Tracker Source - Build your own tracker today!"
"http://hcgassisteddiet.com"||301||5||""||""||""
"http://betabbs.com"||3||10008||"NA"||"NA"||"NA"
"http://www.torrentday.com"||301||10008||"TorrentDay"||""||""
"http://kelly.tricrownshops.com"||200||5||"Wealthy Healthy Tea |"||""||""
"http://www.youtube.com/watch?v=F1ljOnahsMk"||301||4||"Cancer Love Reading Valentine's February 2016!!! - YouTube"||"cancer, love, single, prediction, 2016, valentinesday, coach, life, tarot, astrology, couples, councelling"||"Private readings Visit http://elisajanetarot14.wix.com/elisajaynetarot Please like,share,subscribe,comment."
"http://code42.com"||301||10008||"Endpoint Data Protection and Security | Code42"||""||"Code42's highly secure cloud solutions enable IT and security teams to limit risk, meet data privacy regulations and recover from data loss, no matter the cause."
"http://petlover.com"||200||4||"petlover.com"||""||""
"http://shop.kratomstarr.com"||200||7||"NA"||"NA"||"NA"
"http://outlook.live.com"||301||10008||"Sign in to your Microsoft account"||""||""
